"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-03 09:55:11","f7aed1a05ba2ed8f2c73a265017ec0a64eeed68e2f408937cedf081924bf78ed",29489607,"Cabo Hdmi Branco Sony Dlc-he20hf Original Banhado A ouro","null","Instrumentos Musicais","Som Profissional","Recomendo",5,"Yes","Recomendo este produto, ótima compra, funciona perfeitamente muito bom",1987,"M","PR",,,,,
"2018-01-03 09:56:01","b590d7373f424896b37585446ae6a4d0cc8c28003906023ca39ff30d707099fa",132444050,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Dourado","null","Celulares e Smartphones","Smartphone","Adorei o produto.",5,"Yes","Recomendo pois o produto é muito bom.  Chegou antes do prazo dado pela loja e em perfeito estado.",1978,"F","BA",,,,,
"2018-01-03 09:56:25","b9bf4851b9ef62e9d35dd5f88d0660c035ad97d7f36ae86ba979eeb354b2958d",132581775,"Smartphone Asus Zenfone 4 Selfie Dual Chip Android 7 Tela 5.5"" Snapdragon 64GB 4G Câmera Traseira 16MP Dual Frontal 20MP + 8MP - Preto","null","Celulares e Smartphones","Smartphone","ENTREGA SUPER RAPIDA",5,"Yes","O aparelho pelo o que eu sei é excelente, mas me surpreendi com a agilidade e rapidez da AMERICANAS. Parabéns! Estava previsto pra chegar dia 16/01 e chegou dia 03/01 EXCELENTE!!!",1999,"F","MG",,,,,
"2018-01-03 09:56:36","015d5adfa587621ebe179823691fdd74418102339c26b33328e9720b3062de7d",132601043,"Livro - A Química dos Bolos: Receitas e Segredos Para Dias Mais Doces","null","Livros","Culinária e Gastronomia","Não recebi",1,"No","Não tenho como falar bem , já que não recebi ainda e estou tendo dificuldade para regularizar a situação.",1973,"F","SC",,,,,
"2018-01-03 09:58:19","3535b94a928568cfb79d9960d852976c492ccbd817f0ddb558465534046ec039",26673479,"Smartphone Motorola Moto C Xt1750 Dual Sim Tela 5.0 8gb 5mp/2mp - Branco","null","Celulares e Smartphones","Smartphone","muito ruim",1,"No","Não chegou um celular e sim um sabonete ,por isso odiei o produto!",1994,"M","PA",,,,,
"2018-01-03 09:59:28","c182c5ab5b39ea9f3b3801017e7d62f8a0e7e1adf6201b38baedf14ad56d8d6e",131570644,"Boneca Baby Alive Cuida de Mim Loira C2691 - Hasbro","hasbro","Brinquedos","Bonecas","linda",5,"No","nossa filha amou, material de otima qualidade , acessorios todos funcionando ,",1986,"M","RS",,,,,
"2018-01-03 09:59:57","c59c269a1e90a2ee0df0317a0a1b757cc1fbe7724fd2b0c30d4fc4ac1626a054",29752865,"Cama Elástica Completa 1,83m - Mister Trampolim","null","Brinquedos","Playground","Bom",5,"Yes","Boa qualidade!4Entrega rápida!  Recomendo a todos.","null","null","null",,,,,
"2018-01-03 10:00:09","50f950dd8d27b585489ec21538862f2ed25f9e94c66c971f5cbc36f84ceb0b30",10593410,"Teclado Notebook Hp G42-219 G42-230 G42-233 G42-234 G42-235dx Original Abnt2","null","Informática e Acessórios","Peças para Notebook","muito bom  gostei muito do produto",4,"Yes","recomendo o produto muito bom chegou dentro da data combinada recomendo  a quem precisar",1966,"M","SP",,,,,
"2018-01-03 10:00:29","64213b77c383f4b77ac30367f13a5cd4b91ba2dda88da1183be77681f2fcf670",131349704,"Smartphone Moto G 5 Dual Chip Android 7.0 Tela 5"" 32GB 4G Câmera 13MP - Platinum","motorola","Celulares e Smartphones","Smartphone","Gostei muito do produto!",5,"Yes","Sempre recomendo Motorola! É um ótimo custo benefício, não trava, é fácil de mexer e aprender.",1993,"F","SP",,,,,
"2018-01-03 10:00:32","97ecfda30e0b6d737836fdd732263ca076b1941935adce88796b0156f0f1754a",20160601,"Refil Filtro Purificador De Agua Consul Facilite Bem Estar","null","Eletroportáteis","Bebedouro e Purificador de Água","Atendeu as minhas expectativas. Excelente filtro",4,"No","filtro excelente. Atendeu ``as minhas expectativas.",1955,"F","RJ",,,,,
"2018-01-03 10:00:41","6293191c0db6b3f0f6337b01c4705fafdc904bf6cec01096ee2de4f1e6c6a030",113048617,"Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho","cadence","Eletroportáteis","Cafeteira","Coador Horrível",2,"No","Coador libera muito pó no momento em que está passando o café... horrível prefiro o coador de pano ou papel.",1983,"M","SP",,,,,
"2018-01-03 10:02:05","e19156b554c593cefdb5c3d9a8dcb2b1dff732b6779c4aba89dc5e41454178fb",131665660,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 5MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Gostei produto. Recomendo pode compra",4,"Yes","Produto bom. Veio perfeito recomendo vem sem atrazo pode comprar",1980,"M","SP",,,,,
"2018-01-03 10:02:37","9485bdc2b90842822fe6c269a17b175159628c2968b639e38a5e7cd8f9ce5570",8654821,"Cofre Cofrinho De Aço Fercar","null","Casa e Construção","Segurança","Cumpre o que promete!",4,"Yes","Muito bom o produto e serve perfeitamente para a finalidade. Lógico que não é um cofre de segurança, mas para incutir o senso de poupar nas crianças é perfeito!",1951,"M","SP",,,,,
"2018-01-03 10:02:44","5006872415c90abf15b3ebeea21661057027e15f49d38970b740968f84cf8668",132517706,"Smart TV LED 32"" Philco PH32C10DSGW HD com Conversor Digital 3 HDMI 1 USB Wi-Fi","null","TV e Home Theater","TV","Produto excelente!",5,"Yes","Atendeu todas as minhas expectativas! Ótima relação custo x benefício! Recomendo!",1971,"M","MG",,,,,
"2018-01-03 10:04:40","9db887e1251dfbbd6badb0e7f56466552bfbeb4cde80dcd5550bd78d1db4ea57",131838292,"Placa Decorativa Cerveja Quando Falta 30x20cm - Cia Laser","cia laser","Decoração","Objetos Decorativos","Não recebi o produto ainda",1,"No","Até agora não recebi o produto.  Esta muito atrasado. Já reclamei e nada foi feito .",1972,"F","MG",,,,,
"2018-01-03 10:05:07","caf2e585c438ad01f3b1299f52e9fbc6994f1ad862f15357592988ea62272f8e",19533874,"Ventilador Style 20cm 48w 127v Preto Libel - Clink","null","Ar-condicionado e Aquecedores","Ventilador e Circulador de Ar","Veio com defeito",2,"No","Fazendo um barulho quando liga e fica oscilando, aumenta a velocidade e do nada diminui.",1953,"M","RS",,,,,
"2018-01-03 10:05:22","71d191d7ad62fafcc46db1cdf9289fd8b6e1e05c49950e65ca03033806b50980",28597644,"Escorredor De Louças Com Porta Copos Prato Deluxe Branco","null","Utilidades Domésticas","Utensílios e Acessórios Domésticos","Otimo",5,"Yes","Ótimo Material  Grande. Do jeito que eu precisava Super recomendo!",1986,"F","SP",,,,,
"2018-01-03 10:05:42","d23f732c71d2af2a294815b68dc080c90f83b131ddc5bed13404b83051dbe1f9",17782790,"Kit De Acessórios Para Banheiro Com 5 Peças  Lorenway - Lorenzetti","null","Casa e Construção","Banheiro","Lindo",5,"Yes","O produto é lindo  Eu mesma instalei  Recebi antes do prazo.",1979,"F","SP",,,,,
"2018-01-03 10:06:08","59e5550a6063d5e25a669d36a90e220482f91c78cf967a263ba38e9e2e26f506",26707283,"Churrasqueira Elétrica Rotativa Arke Vitta Smart-03 220v 3 Espetos","null","Casa e Construção","Jardim","avaliaçao",4,"Yes","bom produto. atendeu as minhas expectativas..............................",1972,"M","SC",,,,,
"2018-01-03 10:06:40","7b021bb23472e983b6f9d025e0603274140e4b7f1dd2213226a5bddeb983e911",127115104,"Smartphone Motorola Moto G4 Plus Dual Chip Android 6.0 Tela 5.5'' 32GB Câmera 16MP - Preto","motorola","Celulares e Smartphones","Smartphone","telefone com problemas na tela.",1,"No","Depois de 6 meses de uso o aparelho começou a se ligar todos os programas instalados ao mesmo tempo, Facebook,  watts, messenger, agenda, câmara em fim se liga tudo ao mesmo tempo e não se consegue desligar o aparelho. Já são mais de 4 meses com este problema e não consigo soluciona-lo. gostaria de saber da loja como resolver esse impasse.",1960,"M","RS",,,,,
"2018-01-03 10:06:58","5e887d99eab37e868d3c8966ab3acb2ab847d086f735c53ec2deb46a5eafd2a1",129035087,"Chapa Sanduicheira 800 à Gás Inox - Fundiferro Gastronomia","fundiferro gastronomia","Agro, Indústria e Comércio","Indústria Alimentícia","Observação sobre",3,"Yes","Ainda em fase de teste, mas a chapa não tem caimento da gordura",1989,"M","DF",,,,,
"2018-01-03 10:07:27","e7714593ebc66b7b082724af9927e0837c13508bbd84be98940a99041070b17c",132538304,"Notebook Essentials E25s Intel Celeron Dual Core 4GB 500GB Tela LED HD 14"" Windows 10 Preto - Samsung","null","Informática","Notebook","Excelente",5,"Yes","Foi presente de Natal para meu filho e ele está se divertindo muito, não desgruda!",1978,"F","MG",,,,,
"2018-01-03 10:07:29","0300c84343d3c410daab73e447bb309d06ebefd8a244c1b0a9be2713a34195e0",28750184,"Jogo De Cama Queen Vida Bela 200 fios Lazuli- Kacyumara","null","Cama, Mesa e Banho","Jogo de Cama","Excelente Jogo de Cama",5,"Yes","Comprei o Jogo de Cama no tamanho King e estou muito satisfeita com a qualidade do produto. Apesar da demora para entregar (55 dias corridos), através da parceira Le Casa, valeu a pena esperar.",1993,"F","MG",,,,,
"2018-01-03 10:07:58","5ffde6aff98f2586330660618f9dcd35f9af7e7e1fd7c4429561b963dded2353",11402529,"Kit 4 Cartuchos Hp Compatível Hp 932xl | 933xl Para Officejet 7610 7110","null","Informática e Acessórios","null","Entrega rápida!",5,"Yes","Produto de ótima qualidade, atende muito bem as expectativas e é bem mais barato!",1988,"F","SC",,,,,
"2018-01-03 10:09:06","3fcbcec238e576ab7de2cc3ae225934fd43b43c52e9ab0a7519cea7072b6be4b",13167942,"Refil De Gás Butano Para Isqueiro E Maçarico Com 5 Adaptadores 180g Leetools-601504","null","Casa e Construção","Ferragem","Excelente produto",5,"Yes","Excelente produto pra recarregar isqueiros....Funciona muito bem. demora um pouco a chegar mas dentro da data prevista",1967,"M","RS",,,,,
"2018-01-03 10:10:41","8d099bb7db86992d7f379eaa3645a17102513be0e637160ab5ca1076e757041c",132386144,"Smart TV LED Curva 49"" Samsung 49MU6300 UHD 4k com Conversor Digital 3 HDMI 2 USB Espelhamento de Tela - Preta","null","TV e Home Theater","TV","Imagem perfeita.",5,"Yes","O aparelho superou minhas expectativas. Imagem excelente, brilho e contraste bem vivos. Som de alta qualidade. O sistema da smart TV é muito veloz, conecta e abre os apps muito rápido. Só me senti confuso com o controle, mas deu pra me adaptar bem rápido. Os filmes em 4K ficam perfeitos. Os detalhes são impressionantes. Sem contar no design, é uma obra de arte. Eu adorei. Super recomendo. Parabéns à Samsung, me surpreendendo sempre. E parabéns às Americanas, o serviço de transporte foi excelente. Até mais.",1982,"M","RJ",,,,,
"2018-01-03 10:11:19","dc14381b3527843779edc725cea4c54c5af04ce988bdffb5ddbc9a68c5bdb034",119682651,"Fone de Ouvido Sony MDR-ZX310AP/BQCE7 Headphone Preto","sony","Áudio","Fones de Ouvido","Não recebi",1,"No","Comprei o produto, mas nunca o recebi pois o vendedor cancelou a compra/entrega sem explicações","null","F","SP",,,,,
"2018-01-03 10:11:28","a57fd31d7e530710ea5d3f5f2ea3e1e21539c64d7fad6dbb34782869cec3f40f",12599987,"Refil / Filtro Lacqua Para Purificador De Água Latina 3 Estágios","null","Eletroportáteis","Bebedouro e Purificador de Água","Refil parabéns purificador de ar",5,"Yes","Encontrei compatível com meu filtro, funcionou bem, e impressionada com a rapidez na entrega.",1960,"F","MG",,,,,
"2018-01-03 10:11:45","34038f98f422f18aba302c9dea9fb42ff7298bf14af22c445a359d4c0c3ab3ca",27190873,"Café Marita Emagrecedor 4 Latas 3.0 100gr Original","null","Alimentos e Bebidas","Nutricosméticos","produto falsificado",1,"No","Não permitido venda em site e a empresa dona do produto Rede Fácil Brasil  tem o preço tabelado então esse produto é falso.",1974,"F","SP",,,,,
"2018-01-03 10:12:00","c0d7071b73949f2415113c1bcb062a9f0969ca6fe6c533eabd7e614740fb248a",132276640,"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi Câmera 13MP com Leitor de Digital - Preto","null","Celulares e Smartphones","Smartphone","Amei o produto!",5,"Yes","O produto chegou muito rápido, até antes do esperado, chegou em bom estado sem nenhum arranhão, nada quebrado. Gostei de ter comprado nas americanas",1982,"F","RN",,,,,
"2018-01-03 10:12:45","e18d4764cd199e56636bcd270f14fb0de889c305ed151d273da88baf4555f28e",27564039,"Tênis Feminino Jogging Branco Via Marte - 1616501","null","Moda","Feminino","Macio, super confortável",5,"Yes","Adorei este tênis. Super confortável, bonito, combina com várias roupas. Gostei muito e recomendo.",1982,"F","SP",,,,,
"2018-01-03 10:13:39","c8ca0d8873e9ab2f0ac9c21116fdf6174556cae81eebd29b79acb1cfdfc93464",25331903,"Guarda Roupa Casal 8 Portas Avelã E Preto 1684 Araplac","null","Móveis","Guarda-Roupa","Excelente produto!",5,"Yes","Recomendo!!! Bem espaçoso e boa qualidade. Eu adorei!",1983,"F","RS",,,,,
"2018-01-03 10:14:50","ff267adfdf75cdcca20f8c955a292e2d7e540fc73974cf72fb2527e99cd35979",9808663,"Cama Elástica 3,66m 72 Molas (4 Pés) Linha Premium Henri Trampolim","null","Brinquedos","Playground","PRODUTO FALTANDO ITENS",1,"No","COMPREI COM ESTE PARCEIRO DAS AMERICANAS, TRICAE QUE FOI O PARCEIRO A REALIZAR A VENDA, CHEGOU FORA DO PRAZO,FALTANDO A REDE DE PROTEÇÃO, E A EMPRESA NÃO TEM PRESA EM RESOLVER A SITUAÇÃO.",1979,"F","MG",,,,,
"2018-01-03 10:14:53","8fa2d797b24d5473233721492a3302fb9f20c91389ff851d86d44cae4059205c",15517337,"Kit 8 Lampadas Led 12w Bulbo Bivolt E27 90 Mais Econômico 6000k","null","Decoração","Objetos Decorativos","descrição do produto",2,"No","Não gostei , tamanho dos leds bem inferior as que vendem nas lojas .  Na descrição do produto diz que é 90% mais econômica mais a embalagem da lampada diz que é 85%.",1973,"M","BA",,,,,
"2018-01-03 10:15:26","ac7e83dc4b54c9a57b1e6efa168c0571c70bd08d8b981c93e888e5ca22e86873",132381386,"Notebook Lenovo Ideapad 320 Intel® Core i5-7200u 8GB 1TB Tela 15,6"" Windows 10 - Prata","null","Informática","Notebook","Gostei demais do PRODUTO ESTAR ME ATENDENDO EM TUDO QUE NECESSITO",5,"Yes","Gostei demais do PRODUTO ESTAR ME ATENDENDO EM TUDO QUE NECESSITO",1952,"F","PE",,,,,
"2018-01-03 10:15:53","a976c77a218b1391cf6a45f81d72770aee86478338d13b56bd77db630c26d563",131348648,"Smartphone Moto G 5 Plus Dual Chip Android 7.0 Tela 5.2"" 32GB 4G Câmera 12MP - Ouro","motorola","Celulares e Smartphones","Smartphone","Após atualização de software celular não funcionou mais",1,"No","Meu moto g5 plus tem apenas 3 meses de uso e apos uma atualização de software o mesmo parou de funcionar, a fabricante negou alegando N motivos, e eu não sou o unico consumidor com esse problema, então não passem pelo mesmo desgosto, não adquiram produtos dessa marca",1989,"M","SP",,,,,
"2018-01-03 10:16:41","34038f98f422f18aba302c9dea9fb42ff7298bf14af22c445a359d4c0c3ab3ca",27165224,"Café Marita Emagrecedor 2 Latas Versão 3.0 100gr","null","Alimentos e Bebidas","Nutricosméticos","produto suspeito de fraude",1,"No","A empresa Rede Fácil proibi a venda de produto em site e não tem seus produtos abaixo do valor tabelado. Trabalha somente com pessoas física seus distribuidores são autorizados e sabem dos termos da empresa . PRODUTO FALSO",1974,"F","SP",,,,,
"2018-01-03 10:16:45","cdef4b05f91ccaa8c8cc6548648403d14d6e6bf9fc1fc76bb3f665e9f07488e7",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Bom aparelho",3,"Yes","Aparelho muito bom, bom desempenho, deixa a desejar a duração da beteria, acaba muito rápido.",1976,"M","SP",,,,,
"2018-01-03 10:16:53","e9936a8641a2087be97849a13ef54caf25ecf3ac82880b2a6db7c26c37f4c77e",127183633,"TV LED 19"" AOC LE19D1461/20 HD com Conversor Digital 1 HDMI 2 USB","aoc","TV e Home Theater","TV","Gostei do produto",3,"Yes","Muito bom gostei do  produto foi entregue antes do tempo determinado .",1958,"F","CE",,,,,
"2018-01-03 10:17:03","a3f3548dcbf9ee8cfcc1649890df454cd98a46f3f6bc9cec8f46005c86941017",14835839,"Cabo Conversor Impressora Paralela Para Usb 36 Pinos Centronics","null","Informática e Acessórios","Cabos e Adaptadores","Pratico",5,"Yes","é conectar e usar... (levando em consideração que os drivers estejam instalados claro...)",1976,"M","PR",,,,,
"2018-01-03 10:17:12","c25a3bef73d4a37254b46a4daf56af6fc7039a90fef5741e224f569dbf8c5ad7",132126385,"TV 32"" LG 32LJ500B HD com Conversor digital  1 USB 2 HDMI","null","TV e Home Theater","TV","Excelente",5,"Yes","Produto ótimo custo/benefício. Só demorou um pouco para chegar e veio sem a nota fiscal. Imprimi nota que foi enviado por e-Mail e pronto. Recomendo.",1989,"M","PR",,,,,
"2018-01-03 10:18:13","c55e4b172c6bc85dc5d35cb453dc933f4b6d47b653f8f369feb10ffb6bee4588",132474081,"Smartphone Moto G 5S Dual Chip Android 7.0 Tela 5.2"" Snapdradon 32GB 4G Wi-Fi Câmera 16MP - Prata","null","Celulares e Smartphones","Smartphone","Ultrarápido .....",4,"Yes","Interface intuitiva , fácil configuração , responde rápido ao toque , instalação de aplicativos, bom tamanho show...",1980,"M","SP",,,,,
"2018-01-03 10:18:46","f3ff0fc3f53b1acb69a0769cf72195222bfaa467f3adb5b3f74cdd61c0bd6797",132568706,"Mop Giratório Fit - Flashlimp","null","Utilidades Domésticas","Material de Limpeza","Muito bom!",4,"Yes","Pra mim que tenho problemas na coluna é ótimo, pois não preciso ficar abaixando pra torcer e nem fazendo esforço com a vassoura pra passar o pano. Com o mop, limpar a casa se tornou uma tarefa mais rápida e menos cansativa. Gostei muito e a entrega também foi muito rápida, chegou antes do previsto. Amei.",1986,"F","RJ",,,,,
"2018-01-03 10:19:07","5ee6a5629f681e8b0b2b0cf6d12a4b3027fea1278b344c4b6816c006343796d0",124777452,"Batedeira Planetária Arno Deluxe SX82 8 Velocidades Preto - 300W","arno","Eletroportáteis","Batedeira e Acessórios","Produto foi usado antes de ser enviado!!",1,"No","O produto chegou hoje, sujo e riscado, como se já tivesse sido usado. Tem restos de clara em neve nos vincos. A bacia está toda riscada e com respingos. A parte transparente está trincada em dois lugares. Exijo uma batedeira nova e em bom estado.",1993,"F","RS",,,,,
"2018-01-03 10:20:56","1854397289306b22284578fa23c7ef4cecd8ae188b5cbb50b416381cdeafcb6c",112861569,"Balcão de Cozinha Itatiaia Criativa 2 Portas e 4 Gavetas - Branco","itatiaia","Móveis","Cozinha Modulada","Armario perfeito",4,"Yes","Muito bom! Armario de designer lindo Amei. Recomendoo a todos.",1966,"F","RJ",,,,,
"2018-01-03 10:21:01","95c12f70e59b91055122b129d4c11b8e3b12bcab9289e20524bbaa343424dc59",126474851,"Aspirador de Pó Philco Rapid 1000N Vermelho/Preto - 1000W","philco","Eletroportáteis","Aspirador e Vassoura Elétrica","Perfeito!",5,"Yes","Produto de alta qualidade. Entrega  super rápida. Só é um pouco barulhento.",1995,"F","SP",,,,,
"2018-01-03 10:24:00","4f13aa501532ae98a40652bfd8c8d6caa74945594c7c9e56df3033bc46ed773d",121503202,"Mochila para Notebook Master Joy London Poliéster Preto Até 15 Polegadas","master joy","Malas e Acessórios","Mochilas","Gostei",4,"Yes","Mochila grande, espaçosa, feita com material otimo e resistente.",1985,"F","MG",,,,,
"2018-01-03 10:24:27","f7e23c120a17468da4bc753903e33798b88f7a29f1b3d452f82b8c7f3eff01d2",124845515,"Conjunto de Potes Vidro 5  Peças com Tampa Azul - Euro Home","euro home","Utilidades Domésticas","Utensílios e Acessórios Domésticos","Atendem ao esperado.",4,"Yes","Muito bem embalados e de qualidade esperada, tamanho não muito grande, comprei em duas cores, sendo a cor vermelha muito bonita. Sem defeitos.",1991,"F","SP",,,,,
"2018-01-03 10:24:36","3a950f6762fbcd5dcf49d523a0b403254763ee5ad98b3d452c72cc00bbe3db13",17920634,"Bateria Notebook - Hp Pavilion Ultrabook 14-B080br Con.Dir - Preta","null","Informática e Acessórios","Acessórios para Notebook","Excelente aquisição",4,"Yes","Excelente autonomia e chegou bem antes do prazo Fiquei muito satisfeito.",1979,"M","CE",,,,,
"2018-01-03 10:24:37","5221f2836b706fdf34a9e43ff303b7f248128389a8dd912cc49df9b95a0373bb",129126632,"Impressora Multifuncional HP Officejet Pro 6970 Jato de Tinta All-In-One - Impressora + Copiadora + Scanner + Fax","hp","Informática e Acessórios","Impressora Multifuncional","NÃO RECEBI O PRODUTO",1,"No","PESSOAL, O PRODUTO FOI ENVIADO PARA MEU ENDEREÇO ANTIGO EM JOINVILLE-SC. ENCAMINHEI EMAIL RELATANDO O PROBLEMA, ME REPASSARAM QUE VOLTOU PARA CENTRAL E SERIA REENVIADO JÁ FAZ MAIS DE 20 DIAS E AINDA NÃO CHEGOU NADA PARA MIM. POR FAVOR, SOLUCIONEM O PROBLEMA. MEU IRMÃO É ADVOGADO E FUI ORIENTADO A PROCURAM O PROCON DA MINHA CIDADE (FLORIANÓPOLIS-SC), MAS ESTOU TENTANDO RESOLVER PACIFICAMENTE.",1986,"M","SC",,,,,
"2018-01-03 10:25:01","57dea39fc01aa0a7595c08a25f47ff40fc6c026f150b21980da6e95f80006e15",22259303,"Monitor 15.6 Led Com Hdmi E Vga Pctop Para Cftv - Pc- Games Mlp156hdmi","null","Informática e Acessórios","Monitor","Bom com restrições",3,"Yes","Na descrição do produto consta HDMI e tem a entrada, mas só funciona em alguns dispositivos. Para DVR - CCTV, por exemplo, não funciona, sendo que na descrição do produto diz que é apropriado para tal.",1966,"M","MG",,,,,
"2018-01-03 10:25:56","752542bc09ad296c8fdd1010ea40b444c1ef9796b51f353f468b15e7836f764e",127204123,"Livro - Três Coisas Sobre Você","null","Livros","Literatura Estrangeira","Muito bom",5,"Yes","Excelente, bem empacotado, conteudo bom, minha irmã gostou muito",1993,"M","PR",,,,,
"2018-01-03 10:26:41","0a85fa2a6ea5562920d7ae82cb1a2de7ce0e580daffa0bfc803afd26ae028b86",125768056,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Atende apenas o básico",3,"No","Como o aparelho é para uma pessoa iniciante com os smartphones, atende, mas é um aparelho muito limitado. Um dos principais problemas é não ter sensor de proximidade.",1981,"M","MG",,,,,
"2018-01-03 10:27:05","fcefd2b9215388e709851717220cb53411d32024288cdc8a3e08ffe5d53be516",124420331,"Mouse Gamer G300s 2.500 DPI PC - Logitech","logitech","Informática e Acessórios","Periféricos","Muito bom custo beneficio",4,"Yes","Muito bom o produto, no entanto, os botoes laterais poderiam ser melhor distribuidos",1981,"M","RS",,,,,
"2018-01-03 10:27:59","0916ab77fc07fd15d355cae28df560c36a9f9f59b831e5779c59efd15b0bc507",315441,"Bebedouro de Mesa Esmaltec EGM30 Branco","null","Eletroportáteis","Bebedouro e Purificador de Água","Aprovamos o produto",4,"Yes","Água gelada ou natural, na temperatura certa. Baixo nível de ruído. Recomendo!",1971,"M","SC",,,,,
"2018-01-03 10:28:38","8adf2d87eab9790578fb9c5774eb5b22d3f46771c5c2fca629a03a714705c3f5",9523659,"Mini Gps Rastreador Localizador Gsm Escuta Espiã Botão Sos","null","Automotivo","Alarme / Rastreador","Nao funciona.",1,"No","Comprei ele, gastei com chip, recarga e nao funcionou. Fica com a luz acesa e nao reconhece o chip. Ligo e só da na caixa postal. Nao funciona. Decepcionado.",1958,"F","PR",,,,,
"2018-01-03 10:28:54","0f852bd4f5d622335e5c23dae7d41bcf5777d95d0d39248f54ef30aebcce4839",131936909,"Livro - O Investidor Inteligente","null","Livros","Administração e Negócios","muito bom",4,"Yes","gostei veio no antes do prazo em perfeitas condições",1980,"M","SP",,,,,
"2018-01-03 10:31:09","39d3311d46c197a7f6aabf6da06d7db20abec3a4981bd55e8d08b6fe207d64fb",113048617,"Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho","cadence","Eletroportáteis","Cafeteira","Demora para passar o café",2,"No","O café demora para passar, se coloca um pouco mais de pó transborda tudo e depois que desliga fica pingando na bandeja que nem reservatório tem.",1985,"F","SP",,,,,
"2018-01-03 10:31:29","769b92bfad69df7114219d4edfbdd45c166ed04fa250e9cdedfed066c36efc71",113048617,"Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho","cadence","Eletroportáteis","Cafeteira","Muito bom",4,"Yes","Produto superou minhas expectativas, entrega das lojas Americanas foi bem antes do esperado. Tudo muito bom",1966,"F","RJ",,,,,
"2018-01-03 10:31:40","04d847207ae724400820001b621814ccc7671a29b6f9d0b348386e97578d3787",112171883,"Máquina de Costura Portátil Bella BL-1200 Elgin - Bivolt","elgin","Eletroportáteis","Máquina de Costura","Gostei muito",4,"Yes","Atendeu minhas expectativa, adorei o produto, super recomendo.",1987,"F","SP",,,,,
"2018-01-03 10:32:16","a342bf42695fbf1319bd474cb3b2d35d1d0129e89c6e193f210eaec4b7877b85",9729021,"Garrafa Botijao 5l. Termico Termolar - 1095v09","null","Utilidades Domésticas","Sobremesa, Café e Chá","Entregaram outra garrafa",1,"No","A Garrafa que comprei é reta o que dificulta cair ao chão, possui desenho lateral mas um designer mais. A Garrafa que me entregaram não é botijão, é retangular com entradas formando sulcos nos desenhos que servem para acumulo de sujeira, sendo que será levada para o campo. Péssima compra e prestação de serviço pela empresa parceira.",1970,"F","SP",,,,,
"2018-01-03 10:33:21","f925a3ce2722bc7ccf5c8e05d287cdc1329451dc27d3930a8082a01c60a8ef64",29281270,"Animal World Kit Mix Animais da Natureza - Dinossauros - Buba","null","Brinquedos","Bonecos","Produto Excelente!",5,"Yes","Produto igual à da imagem, chegou no tempo esperado e sem nenhum problema.",1982,"F","RJ",,,,,
"2018-01-03 10:34:51","dba5abb641cb027be654bc6dfe9d31eb1dfc8c0f0d5e68dfc91ae99e5556b7e9",15208857,"Furadeira De Impacto 1/2"" 550 Watts Com 40 Acessórios - Hd565k - Black + Decker","null","Ferramentas e Jardim","Ferramentas Elétricas","Bom",5,"Yes","Ferramentas de boa qualidade. Furadeira operando normalmente. Embora sirva como parafusadeira, o forte dela é a perfuração, pois não há controle de torque, embora isto não seja desvantagem, pois perfurar é a função dela.",1990,"M","SP",,,,,
"2018-01-03 10:34:51","f925a3ce2722bc7ccf5c8e05d287cdc1329451dc27d3930a8082a01c60a8ef64",128600515,"LEGO Star Wars - Pack de Combate do Império Galáctico","lego","Brinquedos","Lego","Produto Excelente!",5,"Yes","Chegou tudo antes do prazo, bem embalado e sem nenhum problema.",1982,"F","RJ",,,,,
"2018-01-03 10:34:52","42c09c67bb4869588ae2ac0b9825510157cceb3c189c42f06571053f1fdf01f8",124777452,"Batedeira Planetária Arno Deluxe SX82 8 Velocidades Preto - 300W","arno","Eletroportáteis","Batedeira e Acessórios","Bom custo benefício",3,"Yes","Atende bem, possui um ótimo custo benefício. No entanto é extremamente barulhenta nas velocidades baixas.",1988,"M","RJ",,,,,
